Ensembl Gene ID (Human)	Ensembl Gene ID (Mouse)	Human Gene Symbol	PS score (P-value)	PS score (Z-score)	PG classification	Semantic similarity
ENSG00000100150	ENSMUSG00000037426	DEPDC5	0.895931909	-1.258707	LPG	0.17803
ENSG00000167658	ENSMUSG00000034994	EEF2	0.898473413	-1.272901	LPG	0.35765
ENSG00000160746	ENSMUSG00000037949	ANO10	0.899379871	-1.278026	LPG	0.229594
ENSG00000051180	ENSMUSG00000027323	RAD51	0.900111998	-1.28219	LPG	0.389873
ENSG00000139734	ENSMUSG00000022021	DIAPH3	0.900624474	-1.285118	LPG	0.489831
ENSG00000107186	ENSMUSG00000028402	MPDZ	0.901965761	-1.292834	LPG	0.205298
ENSG00000169567	ENSMUSG00000020267	HINT1	0.902910443	-1.298315	LPG	0.35165
ENSG00000072501	ENSMUSG00000041133	SMC1A	0.90479683	-1.309378	LPG	0.227379
ENSG00000156475	ENSMUSG00000024500	PPP2R2B	0.906324477	-1.318456	LPG	0.230185
ENSG00000163536	ENSMUSG00000027834	SERPINI1	0.906756653	-1.321044	LPG	0.219514
ENSG00000075213	ENSMUSG00000028883	SEMA3A	0.907608303	-1.32617	LPG	0.723762
ENSG00000119686	ENSMUSG00000034258	FLVCR2	0.908379991	-1.330845	LPG	0.460067
ENSG00000178802	ENSMUSG00000032306	MPI	0.908904626	-1.33404	LPG	0.595743
ENSG00000159921	ENSMUSG00000028479	GNE	0.912334544	-1.355272	LPG	0.792143
ENSG00000096433	ENSMUSG00000042644	ITPR3	0.91251928	-1.356433	LPG	0.530997
ENSG00000168394	ENSMUSG00000037321	TAP1	0.913025847	-1.359626	LPG	0.530135
ENSG00000152217	ENSMUSG00000024548	SETBP1	0.913181989	-1.360613	LPG	0.216324
ENSG00000125538	ENSMUSG00000027398	IL1B	0.916077132	-1.379159	LPG	0.630965
ENSG00000099956	ENSMUSG00000000902	SMARCB1	0.918044252	-1.392036	LPG	0.582921
ENSG00000101276	ENSMUSG00000027463	SLC52A3	0.918488914	-1.394979	LPG	0.596958
ENSG00000184640	ENSMUSG00000059248	43352	0.918863408	-1.397467	LPG	0.21267
ENSG00000115758	ENSMUSG00000011179	ODC1	0.919289297	-1.400307	LPG	0.137263
ENSG00000104093	ENSMUSG00000041268	DMXL2	0.921977143	-1.418497	LPG	0.439567
ENSG00000204351	ENSMUSG00000040356	SKIV2L	0.923465543	-1.428775	LPG	0.20573
ENSG00000126524	ENSMUSG00000025337	SBDS	0.92606106	-1.447068	LPG	0.3346
ENSG00000120708	ENSMUSG00000035493	TGFBI	0.928447961	-1.464329	LPG	0.566938
ENSG00000118162	ENSMUSG00000006021	KPTN	0.929951513	-1.47543	LPG	0.30983
ENSG00000105953	ENSMUSG00000020456	OGDH	0.935343301	-1.516815	LPG	0.21807
ENSG00000123240	ENSMUSG00000026672	OPTN	0.940570062	-1.559577	LPG	0.257893
ENSG00000146038	ENSMUSG00000035910	DCDC2	0.940815829	-1.561659	LPG	0.13669
ENSG00000074695	ENSMUSG00000041891	LMAN1	0.94129771	-1.565761	LPG	0.089628
ENSG00000101773	ENSMUSG00000041238	RBBP8	0.941624401	-1.568557	LPG	0.303887
ENSG00000113851	ENSMUSG00000005362	CRBN	0.942101101	-1.572659	LPG	0.400091
ENSG00000090054	ENSMUSG00000021468	SPTLC1	0.942172075	-1.573272	LPG	0.160409
ENSG00000107404	ENSMUSG00000029071	DVL1	0.942333682	-1.57467	LPG	0.302534
ENSG00000075785	ENSMUSG00000079477	RAB7A	0.943003224	-1.580495	LPG	0.285023
ENSG00000171865	ENSMUSG00000020630	RNASEH1	0.94347206	-1.584606	LPG	0.300334
ENSG00000172269	ENSMUSG00000032123	DPAGT1	0.943629778	-1.585995	LPG	0.167695
ENSG00000140326	ENSMUSG00000027284	CDAN1	0.944572399	-1.594361	LPG	0.155468
ENSG00000079616	ENSMUSG00000030677	KIF22	0.945125574	-1.599323	LPG	0.164819
ENSG00000171320	ENSMUSG00000022034	ESCO2	0.946500857	-1.611833	LPG	0.16212
ENSG00000119878	ENSMUSG00000024146	CRIPT	0.947502117	-1.621102	LPG	0.163097
ENSG00000133048	ENSMUSG00000064246	CHI3L1	0.948085029	-1.626563	LPG	0.350301
ENSG00000256525	ENSMUSG00000020718	POLG2	0.948260877	-1.62822	LPG	0.29068
ENSG00000107815	ENSMUSG00000025209	TWNK	0.949223826	-1.637374	LPG	0.156609
ENSG00000020922	ENSMUSG00000031928	MRE11	0.951865897	-1.663221	LPG	0.522967
ENSG00000125952	ENSMUSG00000059436	MAX	0.953009041	-1.674757	LPG	0.262766
ENSG00000167468	ENSMUSG00000075706	GPX4	0.955619129	-1.701966	LPG	0.534142
ENSG00000102974	ENSMUSG00000005698	CTCF	0.955962716	-1.705643	LPG	0.255474
ENSG00000135821	ENSMUSG00000026473	GLUL	0.957547961	-1.722914	LPG	0.140529
ENSG00000138376	ENSMUSG00000026196	BARD1	0.95958653	-1.745908	LPG	0.150061
ENSG00000167085	ENSMUSG00000038845	PHB	0.95958653	-1.745908	LPG	0.150061
ENSG00000014216	ENSMUSG00000024942	CAPN1	0.959897772	-1.749501	LPG	0.245118
ENSG00000149541	ENSMUSG00000071649	B3GAT3	0.963697918	-1.795311	LPG	0.122532
ENSG00000138160	ENSMUSG00000012443	KIF11	0.96478079	-1.809081	LPG	0.250647
ENSG00000150961	ENSMUSG00000039234	SEC24D	0.966853696	-1.83644	LPG	0.115363
ENSG00000184344	ENSMUSG00000030117	GDF3	0.970872559	-1.893775	LPG	0.440643
ENSG00000119523	ENSMUSG00000039740	ALG2	0.973181647	-1.929759	LPG	0.094677
ENSG00000165671	ENSMUSG00000021488	NSD1	0.973886747	-1.941262	LPG	0.365354
ENSG00000141448	ENSMUSG00000005836	GATA6	0.975096746	-1.961622	LPG	0.48101
ENSG00000100225	ENSMUSG00000001786	FBXO7	0.978120238	-2.016387	LPG	0.41119
ENSG00000198026	ENSMUSG00000039834	ZNF335	0.988817231	-2.284102	LPG	0.270224
ENSG00000108883	ENSMUSG00000020929	EFTUD2	0.989070325	-2.292803	LPG	0.294719
ENSG00000275410	ENSMUSG00000020679	HNF1B	0.994644551	-2.551992	LPG	0.360206
ENSG00000147100	ENSMUSG00000033965	SLC16A2	0.998443421	-2.956338	LPG	0.277467
